lng,lat
103.83333,-2.75
120.25,-4.33333
105,-5
37.9039685,0.1709455
35.530157,-18.670284
34.885195,-6.368216
29.1466665,-19.0132865
24.676997,-28.48322
31.4656835,-26.5183745
27.8525375,-13.1519165
24.680158,-22.3440295
60.0064485,-15.422486
28.2474145,-29.620511
-5.547,7.547
35.99945068,33.84304531
-86.241905,15.199999
-86.241905,15.199999
-15.55451,12.71155
29.876376,-1.94708
37.9039685,0.1709455
-63.549429,-16.28835
30.21763611,15.45847034
21.751417,41.611
17.670584,43.8926525
20.91100883,44.20680237
20.181222,41.156986
19.4100695,42.7101515
40.73583,-15.03417
140.38536,-8.48911
-4.595,13.916
20.941759,6.6140415
10.3412945,1.6339245
11.598909,-0.828097
12.3434395,7.365302
14.927424,-0.6620705
40.493059,9.148086
-14.4455615,14.499454
-1.5567605,12.2418505
84.1278035,28.395056
-3.998823,17.5797575
-1.0318195,7.955012
107.61861,-6.90389
110,-7.5
24.676997,-28.48322
31.4656835,-26.5183745
24.680158,-22.3440295
17.880669,-11.209451
28.2474145,-29.620511
66,32.83333
-5.5470995,7.5468545
2.313138,9.3220475
-24.014095,16.0026
-11.283845,9.9348865
-15.311436,13.4454115
-11.7959345,8.4648055
20.941759,6.6140415
0.8296845,8.621697
8.6742525,9.0845755
-10.9470975,21.00681
-14.4455615,14.499454
-1.0318195,7.955012
-1.5567605,12.2418505
8.0809465,17.6110005
18.738068,15.4457185
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-5.547,7.547
-5.547,7.547
-5.547,7.547
-5.547,7.547
-5.547,7.547
-5.547,7.547
-5.547,7.547
-5.547,7.547
35.83259583,34.44089357
-14.92659,12.89458
-15.76045,12.62156
57.50259,-20.14942
57.51821,-20.15361
-13.28562,13.31595
15.2,45.1
15.2,45.1
15.2,45.1
15.2,45.1
15.2,45.1
15.2,45.1
15.2,45.1
15.2,45.1
15.2,45.1
15.2,45.1
15.2,45.1
15.2,45.1
15.2,45.1
15.2,45.1
15.2,45.1
15.2,45.1
15.2,45.1
15.2,45.1
15.2,45.1
15.2,45.1
85.3692627,27.44150294
85.91033936,26.73653487
85.7,27.767
85.32205582,27.73776726
86.45965576,27.2380251
57.51426,-20.16554
57.5062,-20.15909
28.30186,-15.3849
28.324,-15.40311
179.19862,-8.52112
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
34.34051514,31.41999125
-72.285215,18.971187
29.57897186,-1.49239257
29.95096207,-1.97012977
-13.1271242,8.29738376
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
-86.241905,15.199999
119.43194,-5.14861
119.87083,-0.90833
118.88611,-2.68056
123.0625,0.5375
7.49508,9.05785
-1.53388,12.36566
-13.22994,8.484
-13.67729,9.53795
2.60359,6.49646
11.51667,3.86667
18.55496,4.36122
15.0444,12.10672
8.78333,3.75
9.45356,0.39241
6.72732,0.3365
29.3644,-3.3822
15.28318,-4.26613
30.05885,-1.94995
15.31357,-4.32758
-72.335,18.53917
-72.335,18.53917
-72.335,18.53917
-72.335,18.53917
85.3206,27.70169
85.3206,27.70169
2.60359,6.49646
73.04329,33.72148
-89.89583,14.29167
-90.51327,14.64072
69.17233,34.52813
69.17233,34.52813
69.17233,34.52813
69.17233,34.52813
69.17233,34.52813
-0.1969,5.55602
32.53241,15.55177
65.71013,31.61332
69.17233,34.52813
69.17233,34.52813
-17.44406,14.6937
19.503304,47.162494
19.503304,47.162494
19.503304,47.162494
19.503304,47.162494
19.503304,47.162494
19.503304,47.162494
19.503304,47.162494
19.503304,47.162494
19.503304,47.162494
19.503304,47.162494
19.503304,47.162494
-11.20330811,7.9022868
19.503304,47.162494
19.503304,47.162494
19.503304,47.162494
19.503304,47.162494
44.0222168,9.62566352
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
-72.285215,18.971187
113.921327,-0.789275
-86.85278,13.94389
34.2953855,-13.2462705
18.4861655,-22.965662
32.3046505,1.3651885
51.25123594,-7.018792
82.794998,21.125681
-14.4455615,14.499454
-63.549429,-16.28835
-74.298973,4.5773165
82.794998,21.125681
121.7665405,12.8819585
-5.5470995,7.5468545
2.313138,9.3220475
-15.1770285,11.802527
0.8296845,8.621697
-14.4455615,14.499454
-1.5567605,12.2418505
8.0809465,17.6110005
-3.998823,17.5797575
29.1466665,-19.0132865
24.676997,-28.48322
27.8525375,-13.1519165
-1.0318195,7.955012
11.598909,-0.828097
12.3434395,7.365302
14.927424,-0.6620705
32.3046505,1.3651885
-77.2734795,18.115265
74.779888,41.205528
34.885195,-6.368216
35.8767355,33.872639
24.676997,-28.48322
-14.4455615,14.499454
30.79822084,26.6963615
-53.1892665,-14.2429145
90.351002,23.6876395
101.4925155,13.036597
-74.298973,4.5773165
69.359766,30.441861
-78.131592,-1.7799015
90.4424555,27.515709
-14.4455615,14.499454
-63.549429,-16.28835
-1.0318195,7.955012
113.921327,-0.789275
-87.20685,14.0818
48.53153912,15.55554496
103.8369865,46.8609445
-56.032028,3.9178455
-74.298973,4.5773165
-3.998823,17.5797575
-7.080168,31.79230585
35.530157,-18.670284
-5.5470995,7.5468545
37.130583,31.276778
-78.131592,-1.7799015
121.7665405,12.8819585
105.806431,15.9742225
-90.229744,15.776261
-63.549429,-16.28835
103.8369865,46.8609445
30.79822084,26.6963615
32.3046505,1.3651885
34.885195,-6.368216
40.493059,9.148086
27.8525375,-13.1519165
-1.5567605,12.2418505
32.3046505,1.3651885
-3.998823,17.5797575
34.885195,-6.368216
24.676997,-28.48322
105.806431,15.9742225
27.8525375,-13.1519165
109.455475,4.1093195
118.015568,-2.518722
32.3046505,1.3651885
34.885195,-6.368216
8.6742525,9.0845755
32.3046505,1.3651885
30.21763611,15.45847034
17.880669,-11.209451
34.885195,-6.368216
104.165802,34.668138
-53.1892665,-14.2429145
35.530157,-18.670284
2.313138,9.3220475
27.8525375,-13.1519165
-1.0318195,7.955012
-3.998823,17.5797575
-86.78221,15.75971
105.84117,21.0245
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
12.343,7.365
12.343,7.365
12.343,7.365
12.343,7.365
12.343,7.365
12.343,7.365
12.343,7.365
12.343,7.365
12.343,7.365
100.50144,13.75398
106.84513,-6.21462
125.57361,-8.55861
102.6,17.96667
120.9822,14.6042
101.68653,3.1412
104.91601,11.56245
18.55123,4.38917
96.12972,19.745
-8,12.65
32.53241,15.55177
31.58247,4.85165
31.58247,4.85165
31.58247,4.85165
31.58247,4.85165
31.58247,4.85165
9.49407,0.40601
1.77976,8.8431
69.17233,34.52813
32.58322,-25.96553
35.73947,-6.17221
1.24614,11.43068
38.84776,9.0336
36.74666,-1.34956
36.82219,-1.22188
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
2.04814,11.63521
36.81667,-1.28333
30.05885,-1.94995
43.14503,11.58901
-17.44406,14.6937
-0.1969,5.55602
15.31357,-4.32758
32.58219,0.31628
7.49508,9.05785
-1.53388,12.36566
18.51089,4.35903
78.96288,20.593684
78.96288,20.593684
7.4823,9.0458
7.47353,9.04556
1.08953,6.19816
8.77659,3.74819
45.30204,2.03929
38.97158,9.31877
-17.44733,14.7185
39.28054,-6.83224
4.3536,50.84607
9.48062,0.39395
38.76862,9.01098
39.07195,8.65329
38.96609,8.60253
57.50963,-20.14926
33.77871,-13.97582
38.7688,9.01573
-17.44965,14.68458
13.2841,-8.85472
7.49793,9.05281
7.47714,9.03979
32.8563,39.92296
39.22576,8.8596
38.77446,9.00488
-1.53007,12.31488
-1.49161,12.33634
38.75123,8.92989
38.72382,9.01912
25.98899,-24.29977
4.35595,50.84199
38.76284,8.54821
15.28157,-4.26942
-17.46133,14.69438
32.58534,-25.93366
-66.87202,10.49641
-78.49497,-0.18991
-79.96075,22.40849
-79.90215,-2.1966
-99.10531,19.44557
-99.14938,19.44091
-88.01967,15.50107
-54.9443,-34.92157
-78.4958,-0.19733
-58.40972,-34.60111
-57.52499,-25.31496
-78.48879,-0.19554
-78.49506,-0.19341
-78.50145,-0.1917
-58.38073,-34.60825
-58.39703,-34.59812
-77.06722,-12.07577
-78.49795,-0.19219
-78.49296,-0.1984
-58.53399,-34.61306
-78.52665,-0.20937
-89.56897,-0.91111
-77.88791,0.5004
-99.10904,19.44602
-70.67946,-33.46013
-90.53033,14.61324
-84.08475,9.93777
-79.90767,-6.70504
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
-75.82943,6.55158
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
2.60359,6.49646
2.1098,13.51366
-8,12.65
-6.83255,34.01325
38.93184,15.33805
38.74689,9.02497
31.24967,30.06263
45.34375,2.03711
31.05337,-17.82772
28.28713,-15.40669
33.78725,-13.96692
78.96288,20.593684
78.96288,20.593684
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
113.921327,-0.789275
28.18783,-25.74486
-0.1969,5.55602
-0.1969,5.55602
-74.08175,4.60971
69.17233,34.52813
69.17233,34.52813
-8,12.65
-72.335,18.53917
-8,12.65
31.05337,-17.82772
31.05337,-17.82772
-3.00742,16.77348
-4.18296,14.4843
-8,12.65
-8,12.65
69.17233,34.52813
69.17233,34.52813
32.58322,-25.96553
47.53613,-18.91368
35.73947,-6.17221
36.81667,-1.28333
30.05885,-1.94995
13.18746,32.87519
11.51667,3.86667
43.14503,11.58901
-17.44406,14.6937
15.28318,-4.26613
-10.7969,6.30054
-5.27674,6.82055
-0.1969,5.55602
8.78333,3.75
15.31357,-4.32758
32.58219,0.31628
7.49508,9.05785
-1.53388,12.36566
1.21227,6.13748
-15.59767,11.86357
-15.9785,18.08581
18.55496,4.36122
9.45356,0.39241
-13.22994,8.484
6.72732,0.3365
55.45,-4.61667
-16.57,13.45
-13.67729,9.53795
15.0444,12.10672
2.1098,13.51366
-8,12.65
10.16579,36.81897
3.04197,36.7525
-6.83255,34.01325
-5.71675,-15.93872
-23.51254,14.93152
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
30.07118,-1.9512
2.40042,6.36661
32.57396,-25.92352
2.10168,13.51831
6.73495,0.33366
9.44267,0.41449
37.83008,8.87986
32.58176,-25.96747
39.1626,11.43756
30.06571,-1.95199
25.6164,-24.60511
18.53386,4.39609
1.79545,10.93491
9.48256,0.42266
43.14644,11.58484
43.14621,11.57176
38.77257,9.00776
9.45052,0.3985
38.70241,8.69485
38.73492,9.00445
21.27058,11.22589
26.17945,-24.52018
6.73471,0.33842
25.72901,-24.55016
38.92214,9.14527
36.80737,-3.30185
9.47038,0.41545
-0.18381,5.56647
7.43321,9.01325
-0.21981,5.5467
38.32616,9.48552
26.11259,-24.43487
38.76457,8.99589
36.77986,-1.28325
38.7545,9.0985
38.85991,9.00208
28.31535,-25.65413
38.64906,8.92352
38.9045,8.9615
25.86265,-24.30978
2.1533,9.55887
25.66764,-24.72211
9.48514,0.41133
38.84048,8.89639
-58.39111,-34.6112
-99.11246,19.46653
-56.19097,-34.86583
-58.47852,-34.58078
-57.50669,-25.34452
-57.61072,-25.29958
-58.55325,-34.53968
-78.4922,-0.20234
-57.58413,-25.30047
-99.13159,19.45395
-90.52473,14.6198
-99.11603,19.41225
-79.89651,-2.17559
-76.36552,-6.48316
-70.35578,-33.75802
-79.65497,0.97261
-78.16284,-0.08849
-99.38045,19.25107
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
38.93184,15.33805
38.74689,9.02497
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
53.688046,32.427908
31.24967,30.06263
31.58247,4.85165
78.96288,20.593684
32.53241,15.55177
29.3644,-3.3822
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
78.96288,20.593684
45.34375,2.03711
31.05337,-17.82772
28.28713,-15.40669
43.25506,-11.70216
33.78725,-13.96692
25.90859,-24.65451
57.49889,-20.16194
-90.51327,14.64072
-87.2,14.08
-86.2504,12.13282
2.1098,13.51366
85.3206,27.70169
118.77778,32.06167
102.71833,25.03889
117.28083,31.86389
106.71667,26.58333
113.25,23.11667
119.30611,26.06139
104.06667,30.66667
112.97087,28.19874
116.39723,39.9075
32.58322,-25.96553
35.73947,-6.17221
69.17233,34.52813
69.17233,34.52813
69.17233,34.52813
-8,12.65
69.17233,34.52813
69.17233,34.52813
105.84117,21.0245
-8,12.65
-8,12.65
38.74689,9.02497
38.74689,9.02497
-78.32862,-0.43039
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
38.74689,9.02497
43.679291,33.223191
43.679291,33.223191
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-78.49694,-0.20595
38.74689,9.02497
-78.49068,-0.18769
-99.12656,19.43499
-58.40951,-34.58135
-58.57739,-34.56722
-80.6226,-3.90689
-78.15284,-0.3425
-58.49352,-34.54126
-58.47239,-34.66608
-58.45302,-34.61049
-58.38773,-34.60351
-65.12628,-9.70567
-58.40099,-34.62248
-58.44428,-34.61788
-58.43737,-34.64432
-58.42237,-34.61314
-58.58725,-34.65055
-57.5194,-25.35172
-58.42574,-34.59527
-90.56926,14.61044
-99.50903,19.81347
-66.62302,-18.47055
-74.43413,-8.44595
-68.36551,-16.6041
-75.33658,6.17401
-73.81309,8.85938
-74.07236,4.66412
-76.85716,-0.29755
-78.50534,-0.20766
-78.48626,-0.18673
-78.50302,-0.2189
-66.05727,-11.0083
-66.61488,-21.68523
-68.13835,-16.51113
-78.42216,-0.09078
-78.554,-0.14571
-78.47491,-0.1508
-77.05594,-12.09013
-68.1552,-16.50651
-74.07442,4.63982
-78.49847,-0.2086
-78.10438,-0.56092
-89.21787,13.65431
-74.15795,4.77913
-58.21052,-34.83234
-58.61452,-34.70511
38.65766,8.41555
4.34498,50.8564
9.45578,0.41562
2.42316,6.3722
38.5722,8.9797
25.6594,-24.53236
45.32224,2.03716
36.67419,-3.37031
57.53883,-20.14433
9.48909,0.41442
26.06864,-24.64974
28.2111,-25.83689
55.46062,-4.63356
3.29475,11.93023
57.51409,-20.14007
36.82649,-1.28275
38.71689,8.89639
39.27386,-6.82139
33.78725,-13.96692
33.78725,-13.96692
43.679291,33.223191
-58.27982,-34.79042
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
35.73947,-6.17221
35.73947,-6.17221
35.73947,-6.17221
35.73947,-6.17221
69.17233,34.52813
-58.53654,-34.68129
-77.297508,18.109581
69.17233,34.52813
69.17233,34.52813
69.17233,34.52813
-74.08175,4.60971
69.17233,34.52813
69.17233,34.52813
-17.44406,14.6937
31.58247,4.85165
-17.44406,14.6937
-72.09809,5.15382
-8,12.65
69.17233,34.52813
28.28713,-15.40669
32.53241,15.55177
31.05337,-17.82772
-17.44406,14.6937
-17.44406,14.6937
-78.49393,-0.18371
-76.91501,-12.05219
11.51667,3.86667
-17.44406,14.6937
-0.1969,5.55602
32.58219,0.31628
7.49508,9.05785
2.60359,6.49646
-13.22994,8.484
-16.57,13.45
-8,12.65
-87.2,14.08
31.58247,4.85165
32.53241,15.55177
29.71833,11.01111
31.58247,4.85165
31.58247,4.85165
32.53241,15.55177
-78.51361,-0.21275
-73.75702,4.38744
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
43.679291,33.223191
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
31.58247,4.85165
32.53241,15.55177
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
69.17233,34.52813
36.238414,30.585164
-74.76037,5.99824
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
69.17233,34.52813
8.77976,3.74889
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
45.3236,2.04509
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
-77.297508,18.109581
69.17233,34.52813
31.05337,-17.82772
1.72057,11.46283
28.28713,-15.40669
106.84513,-6.21462
106.84513,-6.21462
-72.335,18.53917
120.9822,14.6042
104.91601,11.56245
-8,12.65
90.40744,23.7104
-82.38304,23.13302
-72.335,18.53917
-69.98857,18.500125
31.58247,4.85165
32.53241,15.55177
-8,12.65
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
36.238414,30.585164
-8,12.65
69.17233,34.52813
79.84778,6.93194
-87.67917,14.31944
-88.18056,14.31111
-88.58194,14.59028
69.17233,34.52813
69.17233,34.52813
33.78725,-13.96692
105.84117,21.0245
-72.335,18.53917
138.252924,36.204824
35.73947,-6.17221
-72.335,18.53917
105.84117,21.0245
-86.2504,12.13282
38.74689,9.02497
-72.335,18.53917
104.91601,11.56245
31.05337,-17.82772
-90.51327,14.64072
-86.2504,12.13282
-3.00742,16.77348
-7.55985,12.86273
25.79673,-24.71213
1.40778,18.44111
-11.44448,14.44693
-8,12.65
80.00742,9.66845
80.00742,9.66845
-17.44406,14.6937
-10.7969,6.30054
-5.27674,6.82055
-0.1969,5.55602
7.49508,9.05785
-1.53388,12.36566
1.21227,6.13748
-15.59767,11.86357
-15.9785,18.08581
2.60359,6.49646
-13.22994,8.484
-16.57,13.45
-13.67729,9.53795
2.1098,13.51366
-8,12.65
-23.51254,14.93152
-17.44406,14.6937
-10.7969,6.30054
-5.27674,6.82055
-0.1969,5.55602
7.49508,9.05785
-1.53388,12.36566
1.21227,6.13748
-15.59767,11.86357
-15.9785,18.08581
2.60359,6.49646
-13.22994,8.484
-16.57,13.45
-13.67729,9.53795
2.1098,13.51366
-8,12.65
-23.51254,14.93152
-72.335,18.53917
31.58247,4.85165
32.53241,15.55177
104.91601,11.56245
-74.299,4.577
3.29433,11.95447
66.923684,48.019573
66.923684,48.019573
66.923684,48.019573
66.923684,48.019573
3.2878,11.92928
66.923684,48.019573
66.923684,48.019573
66.923684,48.019573
66.923684,48.019573
66.923684,48.019573
66.923684,48.019573
66.923684,48.019573
66.923684,48.019573
66.923684,48.019573
66.923684,48.019573
-74.299,4.577
-74.299,4.577
-74.299,4.577
-74.299,4.577
-74.299,4.577
-74.299,4.577
-74.299,4.577
31.05337,-17.82772
38.73863,9.27999
3.35945,6.46982
85.3206,27.70169
-72.83257,19.9389
-72.335,18.53917
-71.72397,19.54807
-73.08758,18.44232
-72.20989,19.6057
-74.11667,18.65
-72.53539,18.23427
-72.01667,19.15
-72.67761,19.66825
-72.68903,19.44749
-71.83798,19.66273
32.46651,-25.95176
-13.20221,8.43929
-73.74601,18.19331
-72.39922,18.54114
-72.19815,19.75936
-86.85278,13.94389
-87.4875,13.53611
-87.67917,14.31944
-86.55,13.8667
-87.19083,13.30028
32.58322,-25.96553
66.923684,48.019573
66.923684,48.019573
66.923684,48.019573
66.923684,48.019573
66.923684,48.019573
66.923684,48.019573
66.923684,48.019573
66.923684,48.019573
66.923684,48.019573
66.923684,48.019573
66.923684,48.019573
66.923684,48.019573
66.923684,48.019573
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
69.17233,34.52813
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
37.906193,-0.023559
-77.063,-12.07172
-6.76325,34.04186
-6.82272,33.95569
-6.80088,33.97653
74.766098,41.20438
74.766098,41.20438
74.766098,41.20438
7.50555,9.1286
36.81818,-1.32787
7.96582,16.96893
74.766098,41.20438
74.766098,41.20438
74.766098,41.20438
74.766098,41.20438
74.766098,41.20438
74.766098,41.20438
47.53613,-18.92458
38.72857,9.05516
25.90691,-24.61631
27.34186,-29.30356
36.89065,-1.28176
7.56062,9.08324
7.51714,9.04234
38.72017,9.0731
39.2857,-6.81917
2.55219,6.69686
38.72665,9.00157
38.82293,9.01438
74.766098,41.20438
74.766098,41.20438
74.766098,41.20438
74.766098,41.20438
74.766098,41.20438
74.766098,41.20438
-17.44406,14.6937
47.57141,-18.89137
33.63727,-14.13268
-3.60016,5.56083
36.70295,-3.35061
7.57147,9.14216
55.45906,-4.64053
38.68281,9.01896
1.76429,12.13105
1.45726,14.21092
9.64122,0.47145
26.07419,-24.53522
30.08047,-1.94805
9.99121,1.70116
9.87545,1.94815
37.7597,8.90439
29.99983,-1.96103
57.52491,-20.15023
9.46975,0.39199
36.51997,-1.00774
39.28073,-6.81824
9.77602,1.85696
29.38388,-3.36755
29.28343,-1.66078
36.67065,-3.29557
9.4633,0.4539
38.71341,9.00539
38.73456,8.97377
2.63215,6.52414
-4.02425,5.4602
2.09341,13.55608
-82.36639,23.10289
9.49269,0.39359
3.3503,6.57538
35.73477,-6.18636
-76.76896,18.00625
55.45681,-4.63031
45.31239,2.04325
36.50971,-1.18155
57.54711,-20.11563
32.58874,-25.91282
38.69743,9.11237
36.84158,-1.36752
32.27647,-26.00744
47.58528,-18.93332
2.68013,6.47089
36.69664,-3.37731
45.3675,2.08121
36.67913,-3.3588
38.60899,8.97299
36.7317,-0.98573
